p1,p2,p3,p4,label
1,1,1007,1,0
0,1,1276,1,0
1,0,1808,1,0
1,0,123,1,0
0,1,356,1,0
1,1,1839,0,0
1,1,1601,1,0
0,0,1740,0,0
0,1,2553,1,0
1,0,1079,1,0
0,1,420,1,0
1,0,398,1,0
0,0,426,0,0
0,0,3215,0,0
0,0,2265,0,0
0,0,1974,0,0
1,1,2998,1,0
0,0,2426,0,0
0,1,1730,1,0
0,0,292,0,0
0,1,1993,1,0
0,1,61,1,0
1,1,1703,1,0
1,1,1632,0,0
0,0,2076,0,0
1,1,477,1,0
0,1,3020,1,0
0,0,3011,0,0
1,1,761,1,0
0,0,2135,0,0
1,1,1633,0,0
1,0,356,1,0
1,0,87,1,0
0,1,1874,1,0
0,1,918,1,0
0,1,707,1,0
0,1,2920,1,0
0,1,2242,1,0
1,1,2208,1,0
0,0,2771,0,0
0,1,1687,1,0
1,1,3137,1,0
1,1,336,0,0
0,1,2532,1,0
1,1,2221,1,0
0,0,652,0,0
0,0,2865,0,0
1,1,2192,1,0
1,1,1439,0,0
1,0,3043,1,0
1,1,2930,1,0
1,0,1386,1,0
0,1,3077,1,0
0,1,151,1,0
1,1,1034,1,0
0,1,2397,1,0
0,1,2342,1,0
1,1,1597,0,0
1,0,3220,1,0
1,1,2438,1,0
1,1,2181,0,0
0,1,1780,1,0
1,1,1369,0,0
1,1,273,1,0
1,1,3261,1,0
1,0,1627,1,0
1,1,2841,0,0
0,0,207,0,0
1,1,1605,1,0
1,1,28,0,0
1,1,3191,1,0
0,1,2955,1,0
1,0,1352,1,0
1,1,461,0,0
1,0,1483,1,0
0,1,32,1,0
0,1,2078,1,0
1,1,2061,0,0
0,0,369,0,0
1,1,1485,0,0
1,1,41,0,0
1,0,1408,1,0
0,0,1907,0,0
0,1,442,1,0
0,0,1820,0,0
1,0,463,1,0
0,0,223,0,0
1,0,1966,1,0
1,1,3197,1,0
0,1,3105,1,0
1,1,2040,0,0
0,1,2237,1,0
1,1,173,1,0
1,1,1130,1,0
1,1,2687,0,0
0,1,1458,1,0
0,0,235,0,0
0,0,1421,0,0
1,1,2128,1,0
1,0,2719,1,0
1,1,596,1,0
0,0,2785,0,0
1,1,426,0,0
1,1,3323,0,0
1,1,1116,1,0
1,1,1967,1,0
1,1,475,0,0
1,0,1494,1,0
1,0,2613,1,0
0,1,2674,1,0
1,1,1234,1,0
1,1,1446,0,0
1,1,416,0,0
1,0,983,1,0
1,1,1793,0,0
1,0,977,1,0
0,0,2854,0,0
0,0,2384,0,0
1,1,2029,1,0
0,0,242,0,0
1,0,2335,1,0
1,1,2385,1,0
0,1,433,1,0
1,1,574,1,0
0,1,1608,1,0
1,0,531,1,0
1,1,1197,1,0
1,0,1193,1,0
0,0,1641,0,0
1,1,768,0,0
1,0,1882,1,0
1,0,2037,1,0
0,1,957,1,0
0,0,910,0,0
0,1,1310,1,0
1,1,609,1,0
0,1,171,1,0
1,0,2608,1,0
1,1,1412,1,0
1,0,2249,1,0
1,0,352,1,0
1,1,2776,0,0
0,1,2093,1,0
0,0,2099,0,0
1,0,1871,1,0
1,0,2395,1,0
1,0,2836,1,0
1,1,1124,1,0
1,1,357,1,0
1,1,1413,0,0
1,1,1847,0,0
0,1,1248,1,0
1,1,2958,1,0
0,1,2579,1,0
0,0,1505,0,0
0,1,1318,1,0
1,0,351,1,0
0,1,2288,1,0
0,0,1494,0,0
1,1,1974,1,0
1,0,1892,1,0
1,1,2660,1,0
0,0,2891,0,0
1,0,1571,1,0
1,0,2978,1,0
1,1,2178,0,0
1,1,667,1,0
1,0,2566,1,0
1,0,1663,1,0
0,0,2327,0,0
0,0,2983,0,0
1,0,3326,1,0
1,1,1196,1,0
1,1,859,1,0
0,1,1854,1,0
1,0,1639,1,0
1,0,2769,1,0
0,1,2671,1,0
0,0,501,0,0
0,1,2878,1,0
0,1,1689,1,0
0,0,817,0,0
0,1,1257,1,0
1,1,1340,0,0
0,0,3236,0,0
0,1,940,1,0
0,0,1616,0,0
0,1,3159,1,0
0,0,1166,0,0
0,1,3219,1,0
1,1,1646,0,0
1,1,1359,1,0
0,0,3220,0,0
1,0,2341,1,0
0,1,2865,1,0
1,1,2046,1,0
1,1,1646,1,0
1,0,1344,1,0
1,1,2378,1,0
0,1,2616,1,0
0,1,1807,1,0
0,1,548,1,0
0,0,2581,0,0
1,0,2367,1,0
1,0,2201,1,0
1,0,1587,1,0
1,1,759,0,0
1,1,3267,0,0
1,1,2888,1,0
0,1,1283,1,0
1,1,459,0,0
1,1,2443,1,0
1,1,937,1,0
0,1,1986,1,0
0,0,2110,0,0
0,0,1604,0,0
1,0,3037,1,0
0,1,474,1,0
0,1,1168,1,0
0,1,2801,1,0
1,0,3168,1,0
0,0,2558,0,0
0,0,514,0,0
0,1,1759,1,0
1,0,2082,1,0
0,0,211,0,0
0,1,2184,1,0
1,1,1279,1,0
1,0,809,1,0
1,1,1178,1,0
1,0,2137,1,0
0,0,1721,0,0
1,1,788,0,0
1,0,602,1,0
0,0,1699,0,0
1,1,701,1,0
1,1,2336,0,0
0,1,39,1,0
1,0,454,1,0
0,0,2881,0,0
0,1,2154,1,0
1,0,554,1,0
0,1,3202,1,0
0,0,348,0,0
1,0,289,1,0
1,1,186,1,0
1,0,685,1,0
0,0,1010,0,0
1,0,1887,1,0
1,1,1949,1,0
1,1,2543,1,0
1,1,2358,1,0
0,1,758,1,0
0,0,747,0,0
1,1,3292,0,0
0,1,886,1,0
0,1,851,1,0
1,0,2285,1,0
0,1,2762,1,0
1,0,1479,1,0
0,1,2098,1,0
0,0,1230,0,0
1,0,2621,1,0
0,0,2041,0,0
1,0,2869,1,0
1,0,800,1,0
0,1,2201,1,0
1,1,40,1,0
0,1,2000,1,0
0,1,1384,1,0
1,1,2341,0,0
0,1,2605,1,0
1,1,1959,1,0
0,0,725,0,0
1,1,2586,0,0
1,1,19,1,0
0,1,1125,1,0
1,1,3081,1,0
1,0,3144,1,0
0,1,2862,1,0
0,0,3231,0,0
1,1,1560,1,0
1,1,2568,1,0
0,1,275,1,0
1,0,3033,1,0
1,1,1146,1,0
0,0,810,0,0
1,0,2794,1,0
0,1,1483,1,0
1,1,3090,1,0
0,0,2305,0,0
1,1,221,1,0
0,1,2904,1,0
1,1,2725,1,0
1,0,23,1,0
1,1,1006,1,0
0,1,539,1,0
1,0,3232,1,0
1,1,1949,0,0
0,0,1909,0,0
0,0,1291,0,0
1,1,1863,1,0
0,1,799,1,0
1,1,2593,0,0
0,0,379,0,0
1,1,1638,0,0
0,0,856,0,0
1,1,2101,1,0
1,0,3219,1,0
1,1,1857,1,0
0,1,2858,1,0
1,1,3011,0,0
1,0,1631,1,0
0,1,2463,1,0
1,1,1172,1,0
0,0,835,0,0
0,0,2132,0,0
1,1,1377,1,0
0,0,2662,0,0
1,1,3229,1,0
0,1,2425,1,0
1,1,2987,1,0
1,1,877,1,0
1,0,2021,1,0
0,0,1838,0,0
0,0,3230,0,0
0,0,1481,0,0
1,0,1286,1,0
1,1,310,0,0
0,0,1504,0,0
0,0,3312,0,0
1,0,2083,1,0
0,0,2194,0,0
0,0,1784,0,0
1,1,922,1,0
1,0,2357,1,0
0,0,2055,0,0
1,0,984,1,0
0,1,2348,1,0
1,0,2674,1,0
0,0,2683,0,0
1,1,2917,0,0
0,1,513,1,0
1,1,1934,1,0
0,0,1789,0,0
1,1,899,0,0
0,1,2916,1,0
1,1,2082,0,0
1,1,3112,1,0
1,0,2126,1,0
1,0,605,1,0
1,1,1615,1,0
0,1,547,1,0
0,0,2190,0,0
1,1,1789,1,0
0,0,640,0,0
1,0,2931,1,0
0,0,625,0,0
1,0,388,1,0
1,0,2666,1,0
1,1,1142,1,0
1,0,1661,1,0
1,0,2226,1,0
1,1,2348,0,0
1,1,2330,0,0
0,0,3195,0,0
1,1,32,1,0
1,0,1541,1,0
1,1,2189,0,0
0,0,1336,0,0
1,0,2752,1,0
1,1,2087,0,0
0,1,2127,1,0
0,0,2504,0,0
0,1,2442,1,0
1,0,2994,1,0
1,1,2523,1,0
0,0,3168,0,0
1,0,2130,1,0
0,1,2589,1,0
1,1,366,0,0
1,0,49,1,0
0,0,670,0,0
1,0,146,1,0
0,1,2678,1,0
0,0,1819,0,0
0,1,2312,1,0
0,1,160,1,0
1,1,781,1,0
1,0,1786,1,0
1,0,2744,1,0
0,1,2890,1,0
1,1,1842,1,0
1,1,647,1,0
0,0,904,0,0
0,0,1905,0,0
0,1,2420,1,0
1,1,78,0,0
1,0,1745,1,0
0,0,1164,0,0
1,1,3004,0,0
1,1,581,0,0
0,0,2389,0,0
0,0,1575,0,0
1,1,1217,0,0
1,1,2489,1,0
1,0,2728,1,0
0,1,2526,1,0
1,1,3153,1,0
0,1,567,1,0
1,0,2286,1,0
1,0,529,1,0
1,0,648,1,0
0,0,2276,0,0
1,0,2969,1,0
1,1,2898,1,0
1,1,973,0,0
0,0,2750,0,0
1,1,2631,1,0
0,0,3129,0,0
0,0,1294,0,0
1,0,2195,1,0
1,1,2596,0,0
1,1,1338,0,0
1,1,2839,0,0
0,1,2034,1,0
1,1,391,1,0
1,1,29,0,0
0,1,2075,1,0
1,0,2035,1,0
1,1,208,1,0
0,1,1869,1,0
0,0,252,0,0
1,1,1994,0,0
1,1,3056,0,0
1,1,2649,1,0
0,0,60,0,0
1,1,2582,0,0
0,0,1934,0,0
1,0,1832,1,0
0,1,2239,1,0
0,0,2512,0,0
1,0,1774,1,0
1,1,3289,1,0
0,1,1694,1,0
1,1,607,1,0
0,0,1087,0,0
1,0,1171,1,0
1,1,1882,1,0
1,1,2615,0,0
0,0,620,0,0
1,1,532,1,0
0,0,633,0,0
1,0,1446,1,0
1,1,2003,1,0
0,0,1889,0,0
0,1,2989,1,0
0,1,689,1,0
0,0,169,0,0
1,0,94,1,0
0,0,2852,0,0
1,0,217,1,0
0,0,2763,0,0
1,1,1821,0,0
1,1,2165,1,0
0,1,1847,1,0
0,1,2180,1,0
1,1,2915,0,0
1,1,2001,1,0
1,1,1095,1,0
1,1,143,1,0
0,0,1198,0,0
1,1,396,1,0
1,1,3324,1,0
0,0,2127,0,0
1,1,461,1,0
0,0,171,0,0
1,1,2659,1,0
0,0,212,0,0
0,1,1212,1,0
1,1,1628,0,0
1,1,2088,1,0
1,1,2509,0,0
0,1,614,1,0
0,1,695,1,0
0,1,527,1,0
1,1,2282,1,0
1,1,994,0,0
1,1,2575,1,0
1,1,1884,1,0
1,0,63,1,0
1,1,271,1,0
0,0,568,0,0
1,0,2317,1,0
1,0,3109,1,0
0,0,2566,0,0
1,1,2352,1,0
1,1,3125,0,0
1,1,870,0,0
1,1,3162,0,0
1,1,748,1,0
1,1,3292,1,0
0,0,1509,0,0
1,1,3202,1,0
0,0,2846,0,0
0,0,795,0,0
0,1,1342,1,0
1,0,663,1,0
1,1,2052,1,0
0,1,1227,1,0
0,0,2577,0,0
0,1,1236,1,0
1,1,133,0,0
1,1,2001,0,0
1,1,524,1,0
0,1,2166,1,0
1,1,2845,1,0
1,1,1508,0,0
1,0,2950,1,0
1,1,1200,0,0
0,0,2154,0,0
0,0,2016,0,0
1,1,1813,0,0
1,1,151,0,0
0,1,1116,1,0
0,0,2957,0,0
1,1,1551,1,0
1,1,1821,1,0
1,0,726,1,0
0,1,1056,1,0
1,1,3202,0,0
1,1,3258,0,0
0,1,152,1,0
1,1,2104,0,0
1,1,258,1,0
1,1,1332,1,0
1,1,3209,0,0
0,0,3244,0,0
1,0,2677,1,0
1,0,1984,1,0
1,1,3270,1,0
1,1,26,0,0
1,1,2701,1,0
0,1,455,1,0
1,1,1185,1,0
1,1,324,1,0
1,0,3287,1,0
0,0,1472,0,0
0,0,2252,0,0
1,0,1335,1,0
1,1,1364,1,0
0,1,2206,1,0
1,1,2221,0,0
1,1,1254,1,0
0,0,821,0,0
1,1,2578,0,0
0,0,744,0,0
1,1,1292,1,0
0,1,568,1,0
1,1,905,0,0
0,1,2082,1,0
1,1,722,1,0
1,0,328,1,0
0,0,1790,0,0
0,0,11,0,0
1,1,1376,0,0
1,1,2599,1,0
1,1,39,0,0
0,1,444,1,0
1,0,1583,1,0
0,0,232,0,0
0,1,3305,1,0
0,1,1100,1,0
0,0,439,0,0
1,0,1810,1,0
0,0,2978,0,0
1,0,2039,1,0
0,0,2668,0,0
1,0,1584,1,0
1,1,1540,1,0
1,1,2652,0,0
1,1,266,0,0
1,1,172,0,0
1,1,1202,1,0
0,0,672,0,0
1,0,2541,1,0
1,0,3184,1,0
0,0,3132,0,0
0,0,937,0,0
1,1,2717,1,0
0,1,782,1,0
1,0,2363,1,0
0,1,1005,1,0
1,1,1566,1,0
0,0,3217,0,0
1,1,1208,1,0
0,1,652,1,0
1,0,1975,1,0
1,0,2353,1,0
1,1,1544,0,0
1,1,1582,0,0
1,0,135,1,0
0,0,2760,0,0
1,1,903,1,0
1,1,2224,1,0
1,1,2483,1,0
1,1,1573,1,0
1,1,465,1,0
0,1,1692,1,0
0,0,2939,0,0
1,1,1733,1,0
0,1,2261,1,0
1,1,54,0,0
1,1,3312,0,0
1,1,2312,1,0
1,0,1721,1,0
1,1,2864,0,0
1,1,3051,0,0
0,1,3315,1,0
1,0,1863,1,0
1,1,2521,1,0
1,1,1855,0,0
0,0,2941,0,0
0,1,2035,1,0
0,1,367,1,0
1,0,1879,1,0
0,0,341,0,0
1,1,210,0,0
0,0,2732,0,0
0,0,2100,0,0
1,0,1332,1,0
1,1,1130,0,0
1,0,929,1,0
0,1,503,1,0
1,0,1259,1,0
1,1,383,1,0
0,1,1120,1,0
1,1,1693,1,0
0,1,19,1,0
1,0,1997,1,0
1,1,1625,0,0
1,1,2242,0,0
1,1,661,1,0
1,1,2635,1,0
0,0,3060,0,0
1,1,83,0,0
1,1,2833,1,0
1,1,1830,0,0
1,1,3012,0,0
1,1,1977,0,0
1,0,2452,1,0
1,1,2556,0,0
1,1,691,0,0
0,1,1447,1,0
1,1,2692,1,0
0,1,3054,1,0
1,1,2323,0,0
1,1,919,0,0
0,0,2465,0,0
0,0,935,0,0
0,0,519,0,0
0,0,1523,0,0
1,1,36,0,0
0,1,2967,1,0
1,0,1881,1,0
1,1,464,1,0
0,1,624,1,0
1,1,83,1,0
1,0,512,1,0
1,0,3128,1,0
1,0,1292,1,0
1,0,715,1,0
1,1,1519,0,0
1,1,1517,0,0
1,1,3328,1,0
0,0,1864,0,0
0,0,832,0,0
1,1,293,0,0
1,1,948,1,0
0,0,342,0,0
0,0,1698,0,0
1,1,34,0,0
1,1,2173,1,0
1,0,2278,1,0
0,0,1022,0,0
1,0,664,1,0
1,1,1592,0,0
1,0,3158,1,0
1,1,2852,1,0
1,1,3083,1,0
1,1,245,0,0
1,1,185,0,0
1,1,2341,1,0
1,0,236,1,0
0,0,1724,0,0
1,1,256,1,0
1,0,1797,1,0
0,0,1605,0,0
0,0,1511,0,0
0,1,2385,1,0
1,0,2808,1,0
1,0,1628,1,0
1,1,2871,0,0
1,0,2812,1,0
1,1,2335,1,0
1,0,2855,1,0
0,0,2396,0,0
1,0,3243,1,0
0,0,138,0,0
0,1,607,1,0
1,0,755,1,0
1,0,2980,1,0
1,1,2405,0,0
1,1,87,1,0
1,1,3306,0,0
0,1,1036,1,0
1,0,3242,1,0
0,0,1942,0,0
1,1,2304,0,0
1,1,778,0,0
1,1,2804,0,0
0,0,2009,0,0
1,1,3192,1,0
1,1,2110,1,0
1,1,713,1,0
0,1,1268,1,0
1,1,1204,1,0
0,1,2156,1,0
1,1,77,0,0
1,0,2483,1,0
0,0,2153,0,0
1,1,1071,0,0
1,1,255,1,0
1,0,1655,1,0
0,0,1454,0,0
0,0,1692,0,0
0,1,305,1,0
1,1,2708,0,0
1,1,2299,1,0
0,1,928,1,0
1,0,2451,1,0
0,0,969,0,0
0,0,2833,0,0
1,1,2904,1,0
1,1,1216,1,0
1,1,1976,0,0
0,0,488,0,0
1,1,1345,0,0
1,1,2230,1,0
1,1,942,1,0
0,0,2867,0,0
1,0,3216,1,0
1,1,3286,1,0
0,0,1569,0,0
0,0,864,0,0
1,1,602,0,0
1,0,3003,1,0
0,0,2383,0,0
1,1,1903,0,0
0,0,442,0,0
1,1,965,1,0
1,1,3303,1,0
1,1,116,1,0
1,0,3040,1,0
1,1,3252,1,0
0,0,2360,0,0
0,0,179,0,0
1,0,2134,1,0
1,1,176,0,0
0,0,858,0,0
1,1,933,0,0
1,1,661,0,0
0,0,578,0,0
0,0,2853,0,0
1,1,1922,1,0
1,0,3117,1,0
1,1,2020,1,0
1,1,2662,1,0
0,0,2128,0,0
0,1,2802,1,0
1,0,1031,1,0
1,0,1068,1,0
1,1,1613,0,0
1,0,1820,1,0
0,1,58,1,0
1,0,3012,1,0
1,1,1109,0,0
1,1,1589,0,0
0,0,940,0,0
1,0,1162,1,0
1,0,277,1,0
1,0,3027,1,0
1,1,866,0,0
1,0,2531,1,0
0,0,1741,0,0
1,1,2211,0,0
0,1,481,1,0
0,0,1632,0,0
1,1,1078,0,0
0,1,111,1,0
1,0,2584,1,0
1,1,1729,1,0
1,1,3255,1,0
1,0,764,1,0
1,1,754,0,0
1,0,1076,1,0
1,1,3098,0,0
0,0,2528,0,0
0,0,1345,0,0
0,0,2091,0,0
1,1,2750,0,0
0,1,1784,1,0
0,0,686,0,0
1,1,27,0,0
1,0,703,1,0
1,0,2133,1,0
1,1,2761,0,0
1,0,1497,1,0
0,1,887,1,0
0,0,2776,0,0
0,0,2758,0,0
0,0,996,0,0
1,0,3004,1,0
1,1,2452,1,0
1,1,2028,1,0
1,0,1348,1,0
1,0,1415,1,0
0,0,660,0,0
0,1,1518,1,0
1,1,2745,0,0
1,1,2095,1,0
0,1,2798,1,0
1,0,77,1,0
0,1,990,1,0
1,1,2369,0,0
1,1,1839,1,0
1,0,1116,1,0
1,1,1336,1,0
1,1,2317,1,0
1,1,17,1,0
0,0,2250,0,0
0,1,1785,1,0
0,0,61,0,0
1,1,1314,1,0
0,0,1125,0,0
1,0,2252,1,0
0,0,2264,0,0
0,0,2310,0,0
1,1,390,0,0
1,0,883,1,0
0,1,311,1,0
1,1,3187,1,0
0,0,1918,0,0
0,1,3292,1,0
0,1,115,1,0
0,0,502,0,0
0,1,1209,1,0
0,0,2080,0,0
1,1,1257,1,0
0,0,1739,0,0
1,1,1820,0,0
1,1,3169,0,0
1,1,3092,1,0
1,1,1179,1,0
1,1,2054,1,0
1,1,235,1,0
1,0,3007,1,0
1,1,1111,0,0
0,0,1623,0,0
0,1,807,1,0
1,0,22,1,0
0,0,1203,0,0
0,1,3285,1,0
1,1,797,1,0
1,1,190,1,0
0,0,689,0,0
1,1,2806,1,0
0,1,3277,1,0
1,0,263,1,0
1,1,451,1,0
1,0,299,1,0
0,1,2651,1,0
1,1,2137,1,0
1,1,2935,1,0
1,0,2004,1,0
1,0,1904,1,0
0,0,2460,0,0
1,0,2992,1,0
0,0,319,0,0
0,0,559,0,0
1,1,871,1,0
0,1,604,1,0
1,1,234,0,0
1,0,594,1,0
1,1,598,1,0
0,1,441,1,0
0,0,563,0,0
1,1,765,0,0
1,1,2886,1,0
0,0,1261,0,0
1,0,2078,1,0
1,0,1039,1,0
0,1,1385,1,0
1,0,2633,1,0
0,0,1689,0,0
1,1,2306,1,0
0,0,610,0,0
1,1,1572,1,0
1,1,3315,1,0
0,0,1361,0,0
0,1,731,1,0
1,1,1469,0,0
0,0,2525,0,0
0,1,83,1,0
1,0,1829,1,0
0,0,303,0,0
1,0,1566,1,0
0,0,2627,0,0
1,1,119,0,0
0,1,232,1,0
0,0,19,0,0
0,1,2912,1,0
1,0,2697,1,0
1,0,1686,1,0
1,1,787,0,0
1,0,1724,1,0
1,1,462,0,0
0,1,303,1,0
0,0,195,0,0
0,1,1390,1,0
1,0,971,1,0
0,1,1206,1,0
0,1,1614,1,0
0,1,2250,1,0
0,0,1583,0,0
0,1,954,1,0
0,1,1824,1,0
1,0,3203,1,0
0,0,1585,0,0
1,1,3162,1,0
0,0,1224,0,0
1,0,315,1,0
0,0,339,0,0
0,1,270,1,0
0,1,1582,1,0
1,1,2190,0,0
1,0,1889,1,0
1,1,2309,1,0
0,1,3112,1,0
1,1,2974,0,0
1,1,2511,0,0
1,0,3233,1,0
1,1,2600,0,0
1,1,1545,1,0
1,1,1653,0,0
0,1,2516,1,0
1,1,2656,1,0
1,0,1670,1,0
1,1,1656,1,0
1,0,863,1,0
1,1,3217,0,0
0,0,877,0,0
1,1,3197,0,0
1,0,178,1,0
0,1,3013,1,0
1,0,2324,1,0
1,1,2624,0,0
1,1,294,1,0
1,0,302,1,0
1,1,678,0,0
1,1,2260,0,0
0,1,2290,1,0
1,1,2831,0,0
0,1,2953,1,0
0,0,77,0,0
0,1,369,1,0
1,1,1365,0,0
0,1,143,1,0
1,1,1536,1,0
1,1,2835,1,0
0,0,422,0,0
0,1,1918,1,0
1,1,1366,1,0
0,1,616,1,0
1,1,2313,0,0
1,0,3051,1,0
1,1,1501,1,0
1,1,2492,1,0
1,1,2794,0,0
0,0,1006,0,0
0,0,1096,0,0
0,0,769,0,0
0,1,1327,1,0
1,0,681,1,0
0,0,1108,0,0
0,0,2463,0,0
1,1,3100,1,0
1,1,2592,0,0
0,1,2873,1,0
0,0,2568,0,0
1,1,1658,1,0
0,0,419,0,0
0,0,1542,0,0
1,1,940,1,0
0,0,3173,0,0
1,0,1776,1,0
0,0,951,0,0
1,1,969,1,0
1,1,1761,1,0
0,1,1338,1,0
1,0,3331,1,0
1,0,1830,1,0
1,1,1851,1,0
0,0,3176,0,0
1,1,1824,1,0
0,1,2278,1,0
0,0,899,0,0
0,0,2300,0,0
0,0,2998,0,0
0,0,1958,0,0
1,1,2253,1,0
1,0,153,1,0
0,1,2446,1,0
0,1,783,1,0
1,1,2068,1,0
0,0,1759,0,0
1,1,1678,0,0
1,0,528,1,0
1,1,2663,1,0
1,0,1011,1,0
0,1,834,1,0
1,0,2567,1,0
0,1,2081,1,0
1,1,2491,1,0
0,0,571,0,0
1,0,1458,1,0
0,1,1387,1,0
1,0,1924,1,0
0,0,2798,0,0
1,0,2477,1,0
1,1,143,0,0
0,1,1888,1,0
1,0,3291,1,0
0,1,1022,1,0
1,1,1995,1,0
0,1,2866,1,0
0,1,489,1,0
0,1,936,1,0
0,1,1187,1,0
0,1,394,1,0
1,1,2748,1,0
1,1,740,0,0
1,1,3055,0,0
0,0,343,0,0
0,1,3272,1,0
1,1,1033,0,0
0,1,1504,1,0
1,0,189,1,0
0,0,840,0,0
1,1,1590,0,0
1,0,1822,1,0
0,0,1461,0,0
1,1,216,1,0
0,0,3131,0,0
0,1,3095,1,0
1,1,831,0,0
1,1,3306,1,0
0,1,3141,1,0
1,1,2208,0,0
0,0,1240,0,0
0,1,3259,1,0
1,1,1911,0,0
0,1,948,1,0
0,0,2435,0,0
0,0,1703,0,0
1,0,1135,1,0
1,1,1392,1,0
0,1,29,1,0
1,1,884,0,0
0,1,959,1,0
0,0,1737,0,0
0,1,1408,1,0
0,1,2637,1,0
1,1,1160,0,0
1,0,3153,1,0
0,0,2254,0,0
1,1,1396,0,0
1,1,2115,1,0
1,1,1492,0,0
1,0,856,1,0
1,1,1553,1,0
0,1,1974,1,0
0,1,795,1,0
1,1,2759,0,0
1,0,367,1,0
1,1,1666,1,0
1,0,2644,1,0
1,1,660,0,0
1,1,618,0,0
1,1,670,1,0
0,0,3311,0,0
0,1,2754,1,0
0,1,2356,1,0
1,1,1258,1,0
0,0,2836,0,0
1,1,3118,1,0
1,0,248,1,0
1,1,2590,0,0
1,1,2932,1,0
1,0,2524,1,0
1,0,1035,1,0
1,0,871,1,0
0,0,2665,0,0
0,1,2652,1,0
0,1,422,1,0
1,1,2688,0,0
1,1,934,1,0
0,0,2527,0,0
1,1,2585,0,0
0,0,628,0,0
1,1,1959,0,0
1,1,1865,0,0
1,1,1832,1,0
1,1,2729,0,0
1,0,60,1,0
1,1,3284,1,0
1,1,485,0,0
0,1,2016,1,0
1,1,1213,1,0
0,1,2225,1,0
0,1,1032,1,0
1,1,2118,1,0
1,0,1725,1,0
1,1,132,0,0
1,0,1363,1,0
1,1,1998,0,0
1,1,707,0,0
1,0,1681,1,0
1,1,2636,0,0
1,1,2498,1,0
1,0,1409,1,0
1,1,1287,1,0
0,0,1067,0,0
1,1,436,1,0
1,0,1778,1,0
0,1,3101,1,0
0,1,1339,1,0
0,0,2707,0,0
0,1,1959,1,0
1,1,134,1,0
0,1,487,1,0
0,1,2914,1,0
1,1,2910,1,0
0,1,2373,1,0
0,1,2887,1,0
1,1,2766,0,0
1,1,1025,1,0
0,0,849,0,0
1,0,1250,1,0
1,1,3116,0,0
1,1,1768,1,0
1,0,1533,1,0
0,0,1315,0,0
0,0,2682,0,0
1,1,2144,1,0
0,0,2579,0,0
0,1,378,1,0
0,0,809,0,0
1,1,52,0,0
0,0,22,0,0
1,1,2856,0,0
0,1,2975,1,0
1,1,1102,1,0
0,0,328,0,0
0,1,2175,1,0
1,1,685,0,0
1,1,131,1,0
1,0,2439,1,0
1,0,2663,1,0
1,0,636,1,0
1,0,1857,1,0
0,0,3096,0,0
1,1,2032,0,0
0,1,900,1,0
1,0,48,1,0
1,1,3272,0,0
1,1,2503,0,0
1,0,2828,1,0
1,1,1458,0,0
1,1,1889,1,0
0,1,3152,1,0
1,1,194,0,0
1,0,2313,1,0
1,1,847,1,0
1,1,2950,0,0
0,0,1867,0,0
0,0,967,0,0
0,0,1115,0,0
0,0,2801,0,0
1,1,3047,0,0
0,1,10,1,0
0,1,3323,1,0
0,0,1543,0,0
0,1,712,1,0
1,0,1152,1,0
1,0,3275,1,0
0,1,1273,1,0
1,1,256,0,0
0,1,1934,1,0
1,1,2030,0,0
0,0,441,0,0
1,1,2507,0,0
1,1,772,1,0
0,0,1033,0,0
0,0,3235,0,0
0,1,495,1,0
1,1,1599,0,0
1,1,1527,1,0
0,0,2294,0,0
0,0,2014,0,0
1,0,2792,1,0
0,1,1978,1,0
0,1,618,1,0
1,0,674,1,0
1,1,2625,0,0
1,1,2115,0,0
1,1,572,0,0
1,0,1434,1,0
0,0,165,0,0
1,0,2525,1,0
0,0,731,0,0
1,1,2000,1,0
1,0,1178,1,0
1,0,2766,1,0
1,1,2843,0,0
1,1,160,0,0
1,1,3086,0,0
1,0,859,1,0
1,1,687,1,0
0,0,1957,0,0
0,0,1324,0,0
1,1,3311,0,0
1,1,146,1,0
0,1,703,1,0
1,1,2891,0,0
1,1,880,0,0
0,1,1163,1,0
0,1,287,1,0
1,1,1119,1,0
1,1,61,0,0
0,1,1292,1,0
0,1,332,1,0
1,1,2475,0,0
1,1,3322,0,0
1,1,2683,1,0
1,0,332,1,0
1,0,297,1,0
1,0,89,1,0
0,1,359,1,0
0,1,57,1,0
0,0,3006,0,0
0,1,3086,1,0
1,1,2960,1,0
0,0,1008,0,0
1,1,1069,1,0
0,1,526,1,0
0,0,245,0,0
1,1,2366,1,0
0,0,3,0,0
1,1,168,1,0
0,1,1893,1,0
0,1,2361,1,0
0,1,2020,1,0
1,0,2910,1,0
1,1,1003,0,0
1,1,2557,0,0
0,1,2918,1,0
1,1,794,0,0
0,1,2224,1,0
0,1,2566,1,0
1,1,2938,0,0
0,1,1503,1,0
0,1,2198,1,0
1,0,3314,1,0
1,1,2391,0,0
0,1,1651,1,0
1,1,191,0,0
1,1,1199,0,0
1,1,1063,1,0
1,0,161,1,0
0,1,2287,1,0
0,0,62,0,0
1,1,130,0,0
1,0,2228,1,0
1,1,2214,1,0
1,1,1460,0,0
0,1,4,1,0
1,1,2125,1,0
1,1,2067,0,0
0,1,973,1,0
1,0,179,1,0
0,0,1534,0,0
1,1,1873,0,0
1,1,1218,1,0
0,0,3003,0,0
0,0,82,0,0
