p1,p2,p3,label
21,43,453,0
60,10,795,0
62,12,546,0
32,8,992,0
97,5,795,0
74,83,596,0
6,69,885,0
17,5,705,0
57,38,4,0
77,13,102,0
19,37,776,0
67,68,894,0
10,88,513,0
74,72,291,0
61,56,665,0
47,4,939,0
29,83,769,0
73,51,61,0
89,62,985,0
87,77,86,0
43,29,72,0
48,60,741,0
55,34,685,0
57,64,689,0
19,64,100,0
44,22,112,0
81,50,376,0
90,93,770,0
28,89,355,0
66,55,145,0
77,77,866,0
25,91,644,0
98,10,598,0
28,31,233,0
93,84,854,0
12,6,477,0
16,34,6,0
59,22,868,0
44,14,93,0
9,62,437,0
46,79,342,0
44,21,418,0
100,1,81,0
68,11,578,0
58,47,800,0
23,62,598,0
24,36,196,0
5,92,91,0
50,64,853,0
22,56,798,0
66,19,791,0
12,18,78,0
72,6,784,0
51,2,151,0
59,30,743,0
68,60,659,0
39,34,108,0
34,40,532,0
19,88,901,0
18,19,967,0
37,74,693,0
71,36,506,0
29,34,22,0
90,6,963,0
56,82,217,0
65,82,507,0
21,75,450,0
93,3,717,0
22,33,313,0
37,20,240,0
62,79,880,0
40,86,850,0
65,42,107,0
97,21,578,0
61,6,693,0
62,83,391,0
12,18,414,0
38,84,855,0
53,33,977,0
9,13,994,0
46,99,214,0
54,20,680,0
79,37,339,0
44,6,394,0
9,77,8,0
21,2,242,0
68,25,168,0
40,2,716,0
87,53,600,0
68,85,825,0
79,60,660,0
78,44,992,0
1,95,503,0
42,19,527,0
2,33,566,0
26,36,70,0
15,97,301,0
76,71,322,0
86,50,875,0
33,27,208,0
85,81,503,0
33,82,707,0
65,23,142,0
95,51,48,0
5,43,775,0
10,14,84,0
90,82,839,0
5,96,888,0
93,83,992,0
10,91,158,0
49,56,286,0
96,19,380,0
15,19,163,0
49,51,505,0
96,58,163,0
59,96,912,0
16,69,514,0
9,20,489,0
77,48,583,0
1,85,465,0
10,17,379,0
2,83,318,0
2,21,50,0
81,91,520,0
70,81,18,0
35,17,9,0
66,17,709,0
7,76,278,0
7,23,737,0
66,7,750,0
55,83,407,0
50,9,991,0
100,79,271,0
30,66,688,0
66,29,142,0
4,44,544,0
35,17,95,0
5,63,216,0
26,69,633,0
14,21,474,0
17,84,831,0
97,49,666,0
64,95,605,0
11,82,835,0
42,40,531,0
48,43,85,0
50,89,721,0
50,94,40,0
46,64,869,0
34,53,689,0
55,16,940,0
88,6,99,0
19,1,556,0
46,12,910,0
27,16,12,0
93,23,184,0
46,89,141,0
81,90,738,0
81,11,646,0
76,89,272,0
55,43,172,0
58,41,432,0
21,35,362,0
30,28,884,0
94,42,351,0
3,56,699,0
94,18,300,0
25,40,818,0
41,14,218,0
95,3,956,0
84,10,874,0
4,39,901,0
67,60,261,0
68,38,328,0
82,79,35,0
2,12,298,0
83,80,971,0
99,21,3,0
33,39,165,0
48,48,939,0
19,58,879,0
80,63,831,0
19,97,878,0
99,86,14,0
61,47,671,0
94,80,620,0
92,2,858,0
15,44,461,0
2,79,536,0
10,55,562,0
60,55,767,0
90,74,679,0
16,39,993,0
99,1,60,0
10,81,663,0
8,63,943,0
15,41,361,0
51,67,163,0
54,52,210,0
70,68,265,0
39,76,94,0
25,51,764,0
68,11,755,0
11,38,600,0
53,84,399,0
80,31,382,0
92,12,999,0
45,17,785,0
1,87,224,0
12,66,654,0
30,92,543,0
91,21,413,0
70,69,154,0
45,91,849,0
41,61,878,0
83,67,552,0
39,12,974,0
35,57,617,0
17,72,709,0
75,76,66,0
88,92,616,0
83,2,8,0
30,70,444,0
56,64,64,0
100,91,578,0
97,71,514,0
48,40,537,0
8,53,553,0
57,30,810,0
58,50,48,0
19,81,133,0
84,60,909,0
61,32,59,0
79,3,954,0
42,75,411,0
86,57,674,0
32,21,272,0
57,53,869,0
80,56,117,0
96,38,252,0
78,14,124,0
40,1,786,0
99,77,960,0
29,60,477,0
39,93,57,0
10,30,884,0
31,88,506,0
31,88,832,0
84,80,934,0
8,53,598,0
42,51,213,0
1,78,387,0
8,80,80,0
15,60,883,0
58,39,49,0
28,30,517,0
60,98,595,0
25,65,904,0
60,28,69,0
58,43,702,0
44,79,679,0
21,32,959,0
98,26,987,0
24,87,212,0
77,56,717,0
74,15,769,0
48,66,241,0
65,53,619,0
38,70,339,0
73,27,739,0
93,16,401,0
12,32,669,0
100,97,51,0
31,23,320,0
98,77,699,0
96,26,764,0
24,49,846,0
63,5,779,0
92,70,630,0
3,41,405,0
47,47,221,0
65,94,455,0
15,20,478,0
1,53,689,0
48,13,821,0
34,12,701,0
88,79,53,0
60,77,233,0
88,33,421,0
28,36,512,0
79,79,883,0
100,30,611,0
42,10,929,0
14,68,67,0
69,90,125,0
44,45,500,0
32,61,778,0
56,5,961,0
85,20,38,0
47,4,705,0
19,70,726,0
35,20,912,0
68,3,934,0
51,5,905,0
6,37,648,0
60,84,915,0
95,8,747,0
10,13,469,0
40,70,176,0
28,14,781,0
29,61,422,0
78,77,549,0
22,24,315,0
74,32,851,0
73,16,828,0
86,13,996,0
68,2,911,0
42,38,662,0
92,90,386,0
99,15,872,0
90,61,382,0
38,34,416,0
65,43,618,0
92,77,38,0
43,83,459,0
53,68,980,0
99,75,91,0
74,64,359,0
60,76,944,0
61,29,891,0
20,22,603,0
54,56,159,0
14,84,515,0
18,70,453,0
86,88,538,0
14,19,8,0
68,22,428,0
68,66,658,0
68,22,351,0
70,78,465,0
2,47,318,0
84,55,750,0
80,47,283,0
30,46,301,0
28,90,946,0
74,16,199,0
37,58,650,0
50,63,745,0
9,52,173,0
41,81,196,0
84,34,716,0
33,57,419,0
12,64,24,0
54,4,412,0
66,48,615,0
33,22,346,0
59,91,241,0
91,53,336,0
29,58,429,0
22,41,768,0
48,18,939,0
40,98,740,0
8,56,182,0
11,69,664,0
79,92,236,0
24,68,546,0
38,17,546,0
96,63,117,0
64,68,785,0
1,65,740,0
17,67,123,0
49,97,358,0
97,20,745,0
64,71,566,0
49,78,485,0
70,77,932,0
7,39,576,0
55,96,265,0
87,40,692,0
22,36,69,0
22,61,154,0
71,18,950,0
95,29,918,0
73,94,720,0
81,36,781,0
65,54,817,0
3,77,87,0
84,1,722,0
88,18,790,0
59,84,104,0
38,63,369,0
33,9,522,0
21,63,384,0
89,20,317,0
84,33,991,0
97,68,691,0
81,30,210,0
90,28,860,0
19,11,571,0
89,93,81,0
3,99,622,0
6,7,679,0
95,90,20,0
26,94,539,0
65,9,28,0
74,51,93,0
12,93,764,0
44,97,124,0
73,61,347,0
84,77,970,0
71,43,933,0
30,72,991,0
64,70,685,0
17,76,385,0
51,69,631,0
5,83,809,0
28,41,843,0
81,15,699,0
29,33,336,0
97,42,72,0
85,14,738,0
59,33,353,0
36,49,257,0
53,81,681,0
32,92,95,0
16,12,617,0
27,38,484,0
4,44,28,0
42,12,882,0
61,67,76,0
50,45,755,0
95,9,911,0
30,16,133,0
28,8,801,0
8,95,617,0
79,8,654,0
57,47,360,0
93,35,623,0
46,95,316,0
20,93,749,0
15,57,140,0
26,63,33,0
14,40,25,0
64,75,869,0
68,46,540,0
78,44,543,0
82,62,45,0
40,82,648,0
78,19,890,0
50,48,175,0
7,53,740,0
21,31,729,0
80,88,88,0
21,10,188,0
55,86,366,0
28,5,684,0
92,17,84,0
1,26,127,0
45,32,396,0
17,39,855,0
84,86,984,0
91,16,34,0
92,53,327,0
62,2,260,0
32,40,18,0
79,13,445,0
92,37,97,0
96,14,968,0
72,98,17,0
55,96,347,0
46,32,307,0
21,61,457,0
20,24,339,0
4,15,712,0
87,1,289,0
39,3,558,0
20,12,795,0
7,16,772,0
12,76,294,0
59,47,90,0
39,27,518,0
23,45,65,0
84,99,94,0
93,54,756,0
64,27,701,0
93,47,629,0
55,15,601,0
72,45,936,0
69,3,839,0
53,69,561,0
1,55,414,0
3,6,470,0
94,10,985,0
69,87,624,0
87,48,774,0
68,12,222,0
84,62,699,0
71,86,421,0
19,19,677,0
97,11,465,0
67,9,306,0
99,12,9,0
92,93,799,0
22,27,859,0
79,51,973,0
6,16,181,0
29,72,876,0
11,30,98,0
100,28,512,0
49,34,479,0
42,51,662,0
41,15,65,0
63,52,619,0
63,98,430,0
44,93,446,0
66,66,33,0
32,78,834,0
71,72,509,0
100,65,804,0
68,99,700,0
72,13,881,0
64,84,120,0
15,94,695,0
28,73,448,0
55,84,393,0
59,13,207,0
75,5,311,0
27,33,849,0
97,92,330,0
18,7,157,0
51,87,914,0
87,85,811,0
96,13,606,0
78,28,714,0
83,55,399,0
55,42,975,0
11,33,263,0
9,3,814,0
9,36,685,0
13,14,558,0
33,58,460,0
62,1,212,0
2,7,411,0
81,49,915,0
49,70,181,0
93,37,415,0
59,53,529,0
49,9,778,0
87,71,852,0
22,96,754,0
54,1,336,0
28,14,719,0
51,3,31,0
56,85,611,0
77,37,141,0
98,59,939,0
96,33,596,0
55,61,721,0
91,44,257,0
74,76,675,0
49,49,444,0
94,27,510,0
76,69,65,0
25,20,167,0
95,11,185,0
47,47,186,0
96,40,336,0
33,89,777,0
94,64,503,0
36,79,744,0
63,81,722,0
80,54,778,0
100,17,314,0
96,48,502,0
98,18,839,0
52,4,176,0
15,80,571,0
3,94,580,0
47,45,669,0
14,41,362,0
87,56,743,0
81,12,306,0
21,94,256,0
82,82,509,0
32,41,355,0
8,87,202,0
62,52,529,0
54,71,299,0
55,3,224,0
25,42,238,0
11,47,102,0
74,13,175,0
28,69,689,0
52,4,145,0
41,35,322,0
24,59,938,0
88,25,23,0
82,28,368,0
79,28,472,0
72,90,299,0
19,36,807,0
37,15,983,0
65,31,486,0
2,46,509,0
36,86,588,0
84,26,458,0
89,24,423,0
13,67,99,0
54,39,727,0
100,56,410,0
61,11,441,0
35,24,198,0
98,19,593,0
90,13,564,0
58,69,487,0
42,3,272,0
99,32,522,0
42,31,298,0
32,30,958,0
40,83,349,0
85,40,657,0
95,53,940,0
56,32,134,0
79,71,941,0
12,39,846,0
3,14,9,0
14,76,212,0
20,75,671,0
10,82,615,0
100,80,236,0
73,13,246,0
84,3,93,0
97,44,174,0
85,88,520,0
41,47,299,0
38,42,449,0
50,16,700,0
56,14,746,0
97,43,252,0
39,74,628,0
21,59,563,0
10,96,412,0
49,48,31,0
61,90,965,0
24,3,792,0
66,44,28,0
15,23,508,0
35,46,920,0
10,42,903,0
41,53,657,0
80,44,304,0
23,55,631,0
85,58,431,0
77,51,761,0
98,41,859,0
79,45,540,0
79,58,657,0
98,4,918,0
99,28,749,0
97,17,928,0
85,40,638,0
25,38,676,0
64,62,878,0
28,41,688,0
14,14,870,0
23,28,661,0
6,50,301,0
46,48,555,0
35,76,127,0
47,26,148,0
27,28,438,0
33,57,657,0
29,18,890,0
85,60,883,0
55,30,715,0
9,75,911,0
20,54,15,0
93,2,608,0
69,67,579,0
60,46,621,0
3,57,54,0
36,63,52,0
43,10,286,0
69,26,991,0
44,26,199,0
77,26,35,0
16,2,134,0
50,12,288,0
66,32,732,0
6,6,6,0
62,61,643,0
7,62,867,0
37,2,576,0
66,88,489,0
54,56,213,0
80,69,734,0
69,97,842,0
17,89,77,0
80,69,570,0
36,11,358,0
40,9,597,0
4,10,9,0
67,85,620,0
77,27,576,0
56,40,821,0
31,52,543,0
23,26,998,0
1,90,44,0
91,5,579,0
12,79,699,0
68,57,59,0
66,32,803,0
83,22,337,0
69,34,114,0
62,4,991,0
51,72,713,0
98,7,531,0
90,19,311,0
46,74,695,0
40,4,524,0
99,77,25,0
41,69,445,0
44,93,367,0
83,90,306,0
85,80,365,0
81,72,602,0
96,90,535,0
55,47,656,0
85,76,164,0
74,62,25,0
70,24,498,0
5,55,841,0
68,63,16,0
13,68,471,0
27,27,714,0
6,13,256,0
85,70,466,0
23,21,355,0
79,51,191,0
22,24,676,0
38,75,219,0
32,84,72,0
10,72,31,0
49,25,207,0
73,78,672,0
77,60,603,0
83,65,625,0
75,81,38,0
92,84,229,0
87,55,699,0
65,68,435,0
25,71,871,0
21,31,871,0
68,31,338,0
91,77,40,0
29,68,401,0
63,11,278,0
26,71,507,0
84,35,282,0
34,31,78,0
6,5,494,0
30,11,61,0
64,34,474,0
96,23,902,0
51,23,713,0
43,57,307,0
15,78,686,0
51,33,486,0
80,99,111,0
100,13,934,0
10,59,522,0
82,99,527,0
91,1,990,0
58,40,729,0
53,47,597,0
36,94,986,0
88,15,51,0
37,54,446,0
20,7,538,0
39,48,921,0
33,73,271,0
45,19,764,0
59,52,647,0
67,19,885,0
46,90,44,0
79,31,517,0
35,17,54,0
1,81,851,0
31,14,305,0
5,96,313,0
65,8,311,0
25,5,797,0
68,13,603,0
11,16,839,0
98,41,871,0
83,96,384,0
6,16,842,0
5,61,411,0
88,58,951,0
15,99,34,0
15,21,449,0
40,99,243,0
22,46,791,0
37,13,18,0
25,61,689,0
50,84,808,0
76,43,157,0
41,62,125,0
85,58,126,0
86,85,930,0
49,76,128,0
85,1,991,0
94,31,24,0
28,96,318,0
41,57,619,0
12,36,912,0
12,59,299,0
91,35,550,0
8,35,509,0
15,84,36,0
51,52,119,0
67,26,397,0
63,16,978,0
100,1,184,0
74,54,386,0
19,71,495,0
14,86,750,0
81,12,367,0
95,9,290,0
31,43,895,0
73,93,572,0
84,16,854,0
87,91,195,0
42,61,65,0
91,15,448,0
3,30,149,0
71,28,986,0
41,26,924,0
90,72,534,0
62,50,756,0
71,72,89,0
6,80,821,0
74,56,35,0
80,19,358,0
100,47,110,0
95,84,253,0
75,72,753,0
21,64,495,0
58,33,572,0
82,97,899,0
28,52,189,0
65,8,581,0
57,47,770,0
86,97,60,0
96,91,193,0
36,11,28,0
36,73,110,0
69,31,265,0
43,98,622,0
94,77,227,0
95,46,63,0
81,18,935,0
35,49,601,0
41,55,399,0
52,95,793,0
19,77,696,0
41,60,528,0
67,25,864,0
12,5,153,0
27,87,272,0
80,63,381,0
23,50,282,0
82,39,574,0
73,26,416,0
79,19,985,0
97,89,238,0
65,3,539,0
50,52,14,0
55,52,689,0
15,83,231,0
81,18,596,0
21,19,456,0
74,57,974,0
97,53,412,0
59,75,737,0
63,55,818,0
60,74,494,0
39,53,685,0
68,63,825,0
90,99,676,0
98,43,96,0
43,74,378,0
30,39,170,0
10,88,310,0
65,58,264,0
75,36,579,0
8,2,479,0
11,6,921,0
48,54,674,0
50,11,767,0
37,49,193,0
79,58,667,0
15,83,776,0
93,50,793,0
7,79,565,0
82,27,279,0
33,12,793,0
50,21,584,0
69,37,363,0
93,71,476,0
36,55,842,0
94,7,620,0
95,71,29,0
8,85,870,0
31,72,36,0
23,25,441,0
61,34,566,0
66,97,430,0
58,90,569,0
34,28,867,0
60,66,90,0
57,1,26,0
23,1,866,0
100,92,588,0
10,14,208,0
30,66,341,0
16,12,651,0
46,84,695,0
37,60,719,0
26,93,491,0
79,80,716,0
24,74,917,0
18,58,452,0
14,34,770,0
25,35,442,0
8,53,523,0
59,80,306,0
42,76,40,0
15,92,431,0
100,42,432,0
10,49,294,0
17,41,878,0
3,18,299,0
19,35,285,0
98,28,436,0
46,82,351,0
52,59,529,0
92,61,171,0
48,44,254,0
52,34,948,0
81,67,718,0
48,51,553,0
5,42,488,0
44,65,141,0
80,36,830,0
31,43,568,0
71,66,656,0
47,88,992,0
97,55,205,0
36,45,417,0
23,56,92,0
100,82,667,0
76,55,414,0
55,48,788,0
82,49,164,0
13,50,707,0
43,22,623,0
73,65,239,0
53,21,159,0
6,20,297,0
67,2,733,0
86,39,552,0
42,24,889,0
38,54,878,0
89,14,101,0
24,5,606,0
52,53,381,0
46,55,75,0
23,11,923,0
39,30,27,0
90,10,309,0
45,34,407,0
34,73,473,0
3,57,339,0
61,39,296,0
75,11,491,0
22,28,62,0
36,5,523,0
79,49,734,0
38,94,821,0
34,19,710,0
100,2,317,0
80,13,350,0
46,14,731,0
28,40,260,0
78,2,784,0
62,46,811,0
30,43,759,0
6,74,56,0
24,40,130,0
51,85,456,0
63,54,214,0
3,69,41,0
11,16,148,0
65,88,6,0
16,37,826,0
37,51,578,0
7,57,572,0
69,5,109,0
61,17,739,0
15,58,861,0
87,86,212,0
35,80,184,0
18,1,473,0
28,1,884,0
32,59,660,0
74,77,958,0
27,66,926,0
8,11,890,0
56,66,7,0
82,5,867,0
59,12,522,0
21,74,958,0
63,67,835,0
22,21,545,0
60,79,506,0
73,92,375,0
4,22,197,0
82,96,691,0
91,52,267,0
89,93,658,0
9,2,341,0
34,27,975,0
13,3,511,0
92,97,952,0
15,15,988,0
70,69,46,0
3,67,331,0
34,99,142,0
2,64,336,0
65,76,551,0
37,78,703,0
61,54,736,0
81,18,346,0
91,32,123,0
96,58,397,0
62,44,158,0
62,30,321,0
3,68,26,0
13,27,248,0
4,52,614,0
3,40,859,0
42,26,688,0
45,23,408,0
62,31,523,0
9,83,126,0
38,7,889,0
36,61,598,0
99,4,90,0
100,53,723,0
96,63,51,0
84,4,243,0
86,23,502,0
7,64,548,0
70,76,127,0
99,7,929,0
86,84,481,0
93,26,685,0
96,59,457,0
15,81,10,0
94,40,373,0
35,50,668,0
7,83,405,0
85,82,709,0
87,29,982,0
33,60,148,0
39,23,368,0
65,36,37,0
48,33,370,0
54,53,913,0
60,48,751,0
66,59,455,0
54,56,310,0
54,61,195,0
17,80,260,0
66,39,971,0
35,40,920,0
17,90,610,0
63,99,619,0
51,97,887,0
28,52,121,0
4,55,679,0
58,34,489,0
45,78,45,0
31,47,211,0
12,50,908,0
87,90,233,0
100,74,247,0
77,25,324,0
26,24,44,0
93,91,138,0
55,66,296,0
75,34,516,0
81,26,309,0
23,40,308,0
68,72,225,0
23,35,751,0
3,68,310,0
9,63,422,0
20,8,741,0
97,87,958,0
2,53,550,0
87,11,501,0
41,36,341,0
20,96,798,0
93,91,581,0
95,95,101,0
77,27,259,0
43,64,475,0
21,48,364,0
46,78,84,0
17,96,402,0
6,19,705,0
96,33,565,0
69,65,369,0
96,1,132,0
87,82,28,0
79,24,711,0
100,29,843,0
21,43,161,0
40,68,454,0
27,42,209,0
26,61,51,0
31,21,490,0
67,61,126,0
2,1,904,0
21,29,831,0
94,66,278,0
82,58,164,0
65,86,439,0
83,7,324,0
10,44,458,0
68,11,607,0
55,26,273,0
96,88,563,0
29,53,271,0
50,83,152,0
38,60,569,0
4,59,376,0
4,21,913,0
28,95,472,0
13,47,579,0
41,68,507,0
20,92,566,0
7,17,610,0
14,89,85,0
99,73,282,0
36,33,515,0
72,49,899,0
5,87,116,0
65,61,309,0
6,84,158,0
64,71,664,0
97,44,807,0
45,84,812,0
53,19,198,0
24,44,119,0
1,23,907,0
91,90,470,0
63,90,314,0
93,7,696,0
37,55,435,0
46,74,733,0
85,75,225,0
96,54,703,0
23,70,128,0
52,38,721,0
1,95,477,0
69,28,73,0
75,66,886,0
65,94,965,0
5,55,729,0
58,59,282,0
78,8,874,0
46,79,368,0
11,94,900,0
79,7,193,0
43,75,3,0
20,95,323,0
47,39,81,0
60,43,752,0
94,6,856,0
2,48,888,0
44,91,299,0
81,12,635,0
29,49,600,0
57,71,732,0
66,9,337,0
20,27,405,0
28,44,332,0
80,15,384,0
87,96,236,0
50,13,883,0
15,27,710,0
14,40,740,0
82,50,590,0
4,3,891,0
18,50,523,0
10,51,702,0
88,44,802,0
52,37,381,0
18,58,679,0
43,89,317,0
66,48,604,0
19,19,657,0
88,67,452,0
90,49,394,0
98,21,866,0
55,74,157,0
66,37,317,0
63,72,467,0
25,6,543,0
77,86,637,0
3,23,217,0
85,59,938,0
35,28,684,0
37,15,19,0
95,79,41,0
4,52,246,0
97,81,138,0
87,9,416,0
76,41,844,0
30,21,340,0
90,30,571,0
13,41,574,0
14,44,918,0
24,37,578,0
2,72,729,0
86,7,356,0
21,87,207,0
93,10,745,0
99,75,865,0
80,37,282,0
9,35,788,0
2,13,328,0
38,68,539,0
58,11,401,0
37,27,922,0
98,40,110,0
32,20,454,0
9,17,490,0
21,62,70,0
16,38,193,0
5,60,939,0
46,14,567,0
21,38,436,0
55,32,447,0
17,72,9,0
64,37,240,0
4,60,200,0
96,85,555,0
14,11,539,0
21,74,507,0
68,46,818,0
21,19,270,0
93,77,802,0
88,81,400,0
18,99,744,0
4,95,696,0
85,19,156,0
36,58,854,0
98,48,910,0
3,93,155,0
69,50,344,0
36,6,790,0
73,43,458,0
10,24,512,0
44,47,962,0
55,55,135,0
10,10,103,0
44,59,973,0
8,34,101,0
75,72,571,0
15,43,291,0
25,53,108,0
33,64,902,0
86,44,101,0
18,80,526,0
63,80,284,0
23,51,212,0
84,78,624,0
50,79,350,0
56,48,967,0
62,27,715,0
23,82,247,0
58,20,909,0
66,1,396,0
95,1,979,0
64,61,582,0
60,82,355,0
70,72,553,0
85,36,931,0
40,12,402,0
51,39,968,0
6,95,565,0
92,44,207,0
47,89,86,0
52,54,293,0
22,15,793,0
45,46,538,0
17,12,191,0
5,39,702,0
86,7,293,0
68,49,887,0
95,13,36,0
69,44,443,0
36,96,368,0
45,23,831,0
39,86,102,0
54,72,11,0
12,42,29,0
53,38,454,0
88,6,498,0
71,6,314,0
44,25,507,0
91,56,454,0
78,83,67,0
35,87,549,0
23,48,97,0
24,60,673,0
21,96,429,0
86,44,156,0
25,41,676,0
57,66,963,0
59,99,810,0
53,42,468,0
100,47,352,0
8,88,293,0
98,15,21,0
66,63,422,0
78,14,12,0
16,58,569,0
99,56,977,0
31,25,857,0
53,67,228,0
42,6,420,0
9,33,160,0
39,39,452,0
43,63,729,0
69,55,849,0
34,15,160,0
89,1,532,0
73,46,60,0
85,38,510,0
10,68,455,0
29,97,928,0
6,49,543,0
6,57,497,0
15,21,706,0
94,12,838,0
60,16,229,0
67,94,552,0
56,87,984,0
98,94,363,0
90,91,594,0
21,1,930,0
1,24,587,0
68,81,519,0
35,11,183,0
44,30,127,0
91,35,958,0
96,66,174,0
17,52,490,0
60,32,950,0
9,17,737,0
87,79,402,0
39,6,115,0
3,31,433,0
84,81,43,0
90,50,488,0
97,65,370,0
13,99,386,0
2,18,431,0
45,32,658,0
46,24,620,0
6,51,637,0
69,72,943,0
15,14,366,0
27,74,367,0
7,13,549,0
59,40,365,0
2,14,348,0
37,59,337,0
51,16,697,0
97,66,338,0
45,91,759,0
62,63,700,0
20,87,757,0
100,47,36,0
83,33,231,0
92,59,208,0
35,35,916,0
39,83,570,0
34,85,3,0
97,82,665,0
86,45,70,0
59,64,823,0
86,23,847,0
37,18,414,0
28,91,848,0
86,23,762,0
23,60,881,0
85,96,88,0
33,88,537,0
99,59,442,0
1,39,183,0
97,2,513,0
79,74,476,0
25,22,424,0
43,56,376,0
26,53,676,0
65,3,45,0
75,34,508,0
2,68,935,0
28,50,5,0
16,88,22,0
80,44,554,0
69,62,233,0
63,29,471,0
88,31,783,0
76,6,49,0
92,98,343,0
10,28,367,0
1,24,657,0
66,32,19,0
82,21,247,0
11,41,546,0
83,79,620,0
98,23,998,0
19,51,605,0
93,24,510,0
64,9,573,0
72,47,158,0
8,36,49,0
20,20,269,0
69,75,635,0
79,7,656,0
65,13,910,0
7,96,507,0
63,83,501,0
31,49,548,0
68,98,581,0
83,8,187,0
81,89,144,0
55,25,177,0
95,16,719,0
6,36,652,0
2,61,891,0
18,19,711,0
55,93,730,0
96,36,777,0
93,75,597,0
8,37,688,0
57,26,286,0
61,17,460,0
21,40,269,0
90,40,939,0
83,1,74,0
5,8,248,0
7,57,328,0
51,22,149,0
55,16,395,0
16,44,27,0
31,26,753,0
27,79,45,0
16,56,348,0
84,40,127,0
22,69,620,0
94,22,681,0
9,6,500,0
7,67,753,0
21,53,520,0
10,60,354,0
18,28,756,0
99,33,406,0
90,16,717,0
89,20,539,0
27,11,266,0
56,53,868,0
72,86,7,0
45,98,56,0
16,56,246,0
23,44,930,0
81,77,438,0
49,8,566,0
8,12,506,0
54,42,342,0
27,95,82,0
51,99,332,0
46,70,2,0
75,14,530,0
47,61,945,0
87,74,693,0
80,71,14,0
84,28,482,0
47,9,570,0
30,80,440,0
30,35,118,0
83,29,868,0
40,75,113,0
92,76,773,0
6,83,697,0
26,55,57,0
40,87,361,0
45,82,404,0
75,74,57,0
43,34,144,0
43,49,396,0
80,89,753,0
52,4,874,0
39,10,399,0
99,1,584,0
62,85,628,0
15,12,827,0
50,68,444,0
64,79,482,0
61,46,898,0
5,76,702,0
34,31,417,0
20,16,667,0
23,53,584,0
74,28,858,0
29,19,718,0
30,99,951,0
2,12,348,0
10,97,981,0
37,64,259,0
82,97,339,0
99,39,633,0
87,67,124,0
4,5,732,0
28,43,759,0
44,88,111,0
61,49,192,0
23,11,546,0
92,54,356,0
98,77,349,0
45,44,310,0
33,7,685,0
32,29,45,0
59,26,144,0
80,3,339,0
7,68,911,0
14,34,205,0
93,41,196,0
30,97,581,0
10,28,543,0
83,54,987,0
69,67,104,0
59,23,150,0
80,55,169,0
76,58,459,0
50,95,599,0
48,49,864,0
21,50,918,0
36,70,83,0
90,17,789,0
87,91,799,0
65,48,687,0
99,58,273,0
54,81,850,0
36,30,724,0
78,28,626,0
87,69,160,0
69,18,86,0
70,78,591,0
32,65,760,0
36,75,511,0
80,38,796,0
54,85,455,0
9,29,711,0
72,12,775,0
30,72,808,0
75,56,49,0
41,82,925,0
85,69,616,0
70,37,509,0
22,40,157,0
54,51,478,0
29,97,823,0
63,99,155,0
83,58,321,0
57,22,23,0
6,12,506,0
13,13,630,0
99,69,388,0
2,44,297,0
78,72,459,0
37,47,839,0
90,90,681,0
57,80,966,0
67,85,603,0
85,10,756,0
31,32,856,0
65,29,839,0
54,60,186,0
11,33,483,0
40,98,274,0
7,84,510,0
58,73,104,0
16,9,679,0
18,54,588,0
39,36,948,0
94,80,208,0
99,95,848,0
66,70,79,0
81,74,931,0
57,80,768,0
56,31,172,0
7,19,268,0
8,88,147,0
59,50,625,0
61,43,186,0
31,23,549,0
8,96,6,0
85,92,673,0
60,32,383,0
4,24,425,0
8,52,264,0
33,27,338,0
45,70,904,0
59,96,595,0
48,2,174,0
7,2,969,0
22,99,140,0
69,86,211,0
91,4,547,0
25,61,305,0
26,8,152,0
85,96,602,0
15,97,807,0
86,63,698,0
67,38,848,0
85,35,396,0
12,14,942,0
40,52,525,0
24,7,903,0
81,54,368,0
11,93,38,0
46,60,96,0
73,96,666,0
75,36,947,0
49,74,284,0
11,38,254,0
45,52,946,0
5,10,67,0
100,29,992,0
53,24,390,0
6,72,725,0
12,19,536,0
59,85,683,0
91,41,980,0
39,18,961,0
99,55,51,0
17,81,513,0
41,19,971,0
29,51,72,0
82,94,936,0
30,92,244,0
35,35,12,0
48,36,767,0
19,66,899,0
30,81,80,0
32,82,347,0
26,80,628,0
68,11,434,0
17,92,522,0
82,55,550,0
71,78,665,0
53,8,160,0
74,89,123,0
43,11,713,0
34,36,804,0
75,35,659,0
28,53,121,0
50,59,835,0
16,25,996,0
82,83,5,0
51,22,829,0
39,7,339,0
55,81,259,0
3,88,330,0
55,15,947,0
44,90,370,0
28,24,250,0
88,23,146,0
99,55,861,0
59,15,984,0
49,50,133,0
2,71,485,0
66,77,593,0
79,14,808,0
83,21,457,0
6,2,669,0
44,35,434,0
25,2,306,0
5,45,328,0
24,4,48,0
37,5,254,0
38,9,670,0
60,64,673,0
24,3,353,0
26,21,213,0
9,81,936,0
58,33,964,0
32,32,640,0
77,28,374,0
53,67,870,0
62,97,761,0
19,23,938,0
29,75,551,0
9,13,221,0
21,30,884,0
56,86,843,0
76,14,955,0
15,65,237,0
22,62,354,0
17,5,24,0
88,2,247,0
21,73,695,0
95,50,740,0
64,61,452,0
81,28,397,0
56,90,324,0
93,52,225,0
77,3,808,0
85,76,813,0
60,64,835,0
27,67,790,0
53,51,288,0
65,39,177,0
37,53,189,0
53,62,459,0
72,52,124,0
61,93,919,0
27,11,316,0
55,78,385,0
88,17,936,0
